,name,username,tweetid,time,tweets,fanboy
598,cristian udave,CristianUdave,752556697214791680,7/11/2016 5:34:33 PM,RT @GoDreamer: THE #KKK HAS KILLED MORE AMERICANS THEN ISIS BUT WE ARE ON THE TOPIC OF #BlackLivesMatter AS A TERRORIST GROUP ?,0
599,Barton Funk,DukeSkath,750057363714039808,7/4/2016 8:03:05 PM,""" What 's the big deal if the cops assume a guy is ISIS because he 's speaking Arabic? ""  Maybe he has a stroke. . http://fb.me/7vU1fedqC",0
600,lugand Philip,LugandP,750036323373838336,7/4/2016 6:39:29 PM,RT @RTenfrancais: 24 ans et 155 kilos: quand #Hulk se rallie aux forces syriennes contre #Daesh &gt;&gt;&gt; https://francais.rt.com/international/23228-hulk-iranien-rejoint-rangs-larmee https://t.co/Jw…,0
601,Kristen Ellsworth,KristenEllswor5,752625102399746049,7/11/2016 10:06:22 PM,RT @MaryamNamazie: ISIS suicide bomber cornered and beaten by brave crowd in mosque - Daily Star I would've given money to be there!  https:…,0
602,Miriam Di Paola,MiriamDiPaola16,749989754456924160,7/4/2016 3:34:26 PM,"RT @ashnaholic1: Turkey,Bangladesh and now Iraq.Innocent people dying.Allah damn ISIS (Daash) and save our world  #PrayForBaghdad https://t…",0
603,Cigouave,Cigouave,749911176998490116,7/4/2016 10:22:11 AM,RT @UKagainstDaesh: #Daesh is stretched: according to people who escaped as well as #Iraq-i & #Kurdish military & intelligence officials. H…,0
604,Bill KillCoconut,Uncle_SamCoco,2957,2/4/2016 20:24,"@nabilasimply @moonnor27 ce sont les alliés de l'Europe, USA et Russie en Irak . ",1
605,Miércoles,XTINA_PERI,752576038304120832,7/11/2016 6:51:24 PM,If ISIS coming in Novosibirsk pic.twitter.com/Du4VTGAQa2,0
606,Maisara al-Ghereeb,maisaraghereeb,918,1/3/2016 20:20,RT @RamiAlLolah: HUGE!!! #BreakingNews #Saudi gives #Iran ambassador 72 hours to leave Saudi ,1
607,BrinnyWuff,BrittColacicco,752451192698068992,7/11/2016 10:35:18 AM,"RT @BBCWorld: So-called Islamic State has lost 12% of its territories in Iraq and Syria since January, defence consultancy says https://t.c…",0
608,Vanessa,vanessa__116,750077672936448000,7/4/2016 9:23:47 PM,"RT @LizSly: This Baghdad attack is the worst ISIS bombing ever, never mind this week. The toll is now 222 dead. https://www.washingtonpost.com/news/worldviews/wp/2016/07/03/the-worst-alleged-isis-attack-in-days-is-the-one-the-world-probably-cares-least-about/",0
609,Kuffar Hunter 1,WhiteCat_7,233,9/23/2015 14:27,@JoinISNation82 gets more interesting ,1
610,milaS,Heyyoustartedit,752658483305033728,7/12/2016 12:19:00 AM,"RT @MazMHussain:  "" They pretend to be Muslim, but they just teach people to blow themselves up and tell you you’re going to paradise. ""  https…",0
611,Fernelis Morillo,FMNOTICIAS1,752635838014578692,7/11/2016 10:49:01 PM,Siria: Estado Islámico decapita a tres futbolistas en Raqqa | CIRCO26 http://fb.me/4VTnqoTzy,0
612,さき saki,kokowadoko5577,752584056924016640,7/11/2016 7:23:16 PM,"RT @GSippriano: Sign Petition to Stop Islamic Terror. Iran, Hamas and #ISIS are the same. #supportIsrael RT!  Sign: http://bit.ly/1sq8bqB…",0
613,kbunckbunc,kbunckbunc,749911868865540096,7/4/2016 10:24:56 AM,RT @rcallimachi: 14. @Rita_Katz gives ex of attacks in other Muslim nations. Last month ISIS claimed its 1st in Jordan but emphasized it wa…,0
614,Suara Nusantara,suaranusa,749894652485070848,7/4/2016 9:16:32 AM,Ledakan Kelab Malam Malaysia Dikonfirmasi Terkait ISIS http://internasional.republika.co.id/berita/internasional/global/16/07/04/o9s99f328-ledakan-kelab-malam-malaysia-dikonfirmasi-terkait-isis ,0
615,Abdul khoir,khoir_dev,750113710580969472,7/4/2016 11:46:59 PM,"Dan bodohnya kalian yg masih berfikir jika ISIS itu bagian dari islam, dan islam itu teroris",0
616,Daily Grind,RaffgetsInYa,752567590791344128,7/11/2016 6:17:50 PM,@brjimc No you are an ISIS sympathizer Its easy to expose simple 7th century cave monkeys,0
617,Al-Aswad,__alfresco__,15946,5/6/2016 16:25,"RT @st3erer: Witness the difference, how Sunni's welcomed Americans into Falluja and Rafidite shits welcoming them to Baghdad.. https://t… ",1
618,funkhouser.,hottdoggheavan,752519469780525056,7/11/2016 3:06:37 PM,@bababooeylover @jbendery Seizure of key air base near Mosul raises prospect of U.S. escalation against ISIS https://www.washingtonpost.com/news/checkpoint/wp/2016/07/11/seizure-of-key-air-base-near-mosul-raises-prospect-of-u-s-escalation-against-isis/ ,0
619,francine mabondo,MabondoFrancine,749991352478404608,7/4/2016 3:40:47 PM,Baghdad Bombing: the Isis attack that nobody cares about. http://www.independent.co.uk/news/world/middle-east/baghdad-bombing-attack-isis-iraq-death-toll-latest-news-car-terror-a7118546.html,0
620,btt_ar,btt_ar,14447,4/27/2016 18:33,"#AmaqAgency #WilayatHalab Islamic State fighters capture the villages of Yahmul and Jariz, east of #Azaz in #Aleppo's northern countryside ",1
621,Greg DeFusco,Greg_DeFusco,752645803521507328,7/11/2016 11:28:37 PM,"ISIS Scum Opens Fire On Troops, Makes One Fatal Move Then Is OBLITERATED By A US SNIPER!  ⋆ Freedom Daily http://freedomdaily.com/isis-scum-opens-fire-troops-makes-one-fatal-move-obliterated-us-sniper/",0
622,Bruce Beasley,2000Armyofone,752486909830533122,7/11/2016 12:57:14 PM,RT @TheMeemStreams: This is so true not all cops are bad not all blacks are bad not all whites are bad. Isis is the only all bad thing. htt…,0
623,Anwaar Hassan,AnwaarHassan,750034926196621313,7/4/2016 6:33:56 PM,RT @aasia_ishaque: 120 killed&150 injured in #Iraq #ISIS killing both Shias & Sunnis; Why US&UK portraying ISIS terrorism as sectarian? htt…,0
624,Tassia Grover,TassiaGrover,750103395659227136,7/4/2016 11:06:00 PM,"RT @KurdCiwan: #Manbij As more civilians flee ISIS held areas, black veils are thrown off and left on the roads. pic.twitter.com/Csq3uiLsgA",0
625,The Mad Scot,MeDefiant,750017447453925376,7/4/2016 5:24:28 PM,RT @aerdt: Seems IS just targeted one of Islam 's holiest sites. How can you call ISIS 'Islamic Terror ' when Muslims and Islam are its main…,0
626,Alberto Gayo,Alberto_Gayo,750059483456540673,7/4/2016 8:11:30 PM,Vaya historia: un bebé español camino del califato del Daesh. La Guardia Civil lo interceptó en aeropuerto @interviu http://www.interviu.es/reportajes/articulos/un-bebe-espanol-para-el-daesh,0
627,alivia,livvminajj,752578544321105920,7/11/2016 7:01:21 PM,RT @HeyItsLindaC: Pokemon duel: Linda vs. ISIS,0
628,Brother Maleekh,Em_nice,749891536054255616,7/4/2016 9:04:09 AM,RT @Osi_Suave: That Isis bomb in Baghdad ripped through a shopping district as families gathered after breaking their fast.   All 131 kille…,0
629,Pip,Artful70,749895132347002880,7/4/2016 9:18:26 AM,@mailonline Ffs send Isis a letter it will arrive faster than he can dive for cover.,0
630,hafnium fulaani,Fidaee_Fulaani,4562,2/17/2016 2:46,"Rebel scum in N-Aleppo instead of letting IS take Mare, they preferred giving it to the PKK. (5) ",1
631,Aiman al-zaishan,al_zaishan10,13411,4/21/2016 16:44,https://t.co/lmUxU8Ri4e ,1
632,Manek M,immanek,750077664547860480,7/4/2016 9:23:45 PM,"RT @mainbhiengineer: Normal log sone se pahle machchar maarte hain, aur ISIS wale insaan.",0
633,WARDABIQ,wardabiq,752674760547373056,7/12/2016 1:23:41 AM,RT @AWelyam: #Palmyra A map shows zones of  ISIS and the regime and the district where ISIS sneaked yesterday. pic.twitter.com/xS4EHoIKc9,0
634,Bill KillCoconut,Uncle_SamCoco,4114,2/11/2016 23:05,@Qassami_Marwan he is burning of rage ,1
635,Asif Raza,MalikAsifRaza,752424561925324800,7/11/2016 8:49:29 AM,RT @BhaijaFry: Recently many Indian ISIS supporters arrested and deported from Gulf who were involved in terrorist activities. https://t.co…,0
636,Rami,RamiAlLolah,5436,2/23/2016 23:16,Gaining control on #Sabratha will put #ISIS ~60km away from both #Tripoli & Watiyah AB hosting #USA Marines.. #Libya https://t.co/ShLwj9rEmK ,1
637,Just Fuckin Terrible,TheTonester2,752481538504138752,7/11/2016 12:35:53 PM,RT @Hippopeteamus: ISIS exists *because* of the power vacuum created by the invasion in 2003. #qanda,0
638,BFMTV,BFMTV,749890591752855553,7/4/2016 9:00:24 AM,Turquie: deux membres présumés de Daesh arrêtés à l'aéroport d'Istanbul http://www.bfmtv.com/international/turquie-deux-membres-presumes-de-daesh-arretes-a-l-aeroport-d-istanbul-1000724.html pic.twitter.com/YXIACjX8nP,0
639,4 Ethical Government,4ethicalgov,752442705377132544,7/11/2016 10:01:35 AM,Carter: US will use Iraq city as base to retake Mosul http://ow.ly/ltmq502hboF,0
640,Kozba,AhmadKozba,750018753765736448,7/4/2016 5:29:40 PM,RT @Charles_Lister: Way-to-go #ISIS:    “ Caliphate ”  suicide bomber detonates outside Prophet Mohammed Mosque in #Medina: one of the most sac…,0
641,War BreakingNews,warrnews,2265,1/31/2016 13:52,"RT @MaghrebiQM: #IS claims the double-attack in Sayida Zaynab shrine in #Damascus targeting Shia, 50 killed, 120 injured https://t.co/Nh3bG… ",1
642,Syed Qaiser Naqvi,qaispoint,750033056149405696,7/4/2016 6:26:30 PM,RT @periqlytos: #Malaysia Islamic State launches first attack in Malaysia (this happened on June 28th) http://edition.cnn.com/2016/07/04/homepage2/islamic-state-attack-malaysia/index.html https://t.co…,0
643,albi_susu,alharbi_susu,750076770674696192,7/4/2016 9:20:12 PM,"RT @HalaJaber: #Iraqi ministry or justice hangs five #Isis prisoners, sentenced to death pic.twitter.com/lCi8bgpeSy",0
644,mattmorgan,gnomemorgan,750016980342697984,7/4/2016 5:22:37 PM,"RT @Daily_Star: Forget the Bulldozer, meet the KILLDOZER: 24-stone man mountain vows to crush quaking ISIS http://www.dailystar.co.uk/news/latest-news/527558/Sajad-Gharibi-Iranian-Hulk-Killdozer-ISIS-Bulldozer-Iranian-Army-Weightlifter-Crush-Jihad https://…",0
645,mmmmmmmmssss,_malyoush,752599602486968320,7/11/2016 8:25:02 PM,RT @badxpeste: Daesh ils donnent des rdv ils viennent pas franchement jleur fait plus confiance,0
646,Özdemiroğlu,gacal78,750079205862440960,7/4/2016 9:29:53 PM,RT @Rasees: ISIS affiliates this is the prophet city & mosque.. You're proud? May this haunt you to your grave. #MedinaAttack https://t.co/…,0
647,Sandeepology,sandeepbaliga,749952196876185600,7/4/2016 1:05:11 PM,"what is signifies having a OIC , when one after one moderate Muslim countries getting in ISIS virus 💔 @HamidMirGEO   https://twitter.com/todayonline/status/749872454873468928",0
648,كتكات كوكونة,Uncle_SamCoco,10484,4/1/2016 7:16,@Milouse14 lol ,1
649,Maisara al-Ghereeb,maisaraghereeb,1330,1/19/2016 20:49,RT @muteasde: HUGE! #BreakingNews #ISIS reveals the identity of #JihadiJohn he is Abu Muharib al-Muhajir from #Saudi not from #UK https://t… ,1
650,INTERNATIONAL NEWS,INAANEWS,750092958465011713,7/4/2016 10:24:32 PM,"Terror truly has no religion and Daesh is Islam 's enemy, says Maher Zain after suicide bombings in Saudi Arabia http://sabahdai.ly/4FnEj9",0
651,jon,ishotyah,752445665553313792,7/11/2016 10:13:21 AM,RT @AP: Defense Secretary Ash Carter says U.S. will use Iraq air base to retake Mosul from Islamic State militants. http://bigstory.ap.org/article/7f14f191e84d45439c9fb971d01c979c/carter-us-will-use-iraq-city-base-retake-mosul ,0
652,lewis dunn,lewisdunn,752600147381612545,7/11/2016 8:27:12 PM,RT @leejac424: Obama is BLM & ISIS https://twitter.com/bowhunter_va/status/752504400510349314,0
653,"Fran,cymru am byth ✊",francesdavies15,749890974684446720,7/4/2016 9:01:55 AM,RT @AdnanSadiq01: There were no car bombs or suicide bombers or ISIS or AQ in #Baghdad or Iraq pre the USUK invasion of Iraq in 2003,0
654,Sumaya Bakhsh,SumayaBakhsh,750135784376786944,7/5/2016 1:14:42 AM,". Abu Nassar is serving total of 30 years in prison for Imam al-Sadiq mosque attack, financing Islamic State. via @aljarida",0
655,rita martínez gude,ritamartnezgude,749962989445545984,7/4/2016 1:48:04 PM,"RT @pascual_serrano: Por un lado asesinatos de Isis, por otro 116 civiles inocentes asesinados por los drones de Obama. Muy reñido. https:/…",0
656,khan yousuf,realkhanyousuf,750105685170487296,7/4/2016 11:15:06 PM,Istanbul. Bangladesh. Baghdad. And now Medina. ISIS has declared war on Islam. They are not Islam. #PrayForMadina,0
657,Maisara al-Ghereeb,maisaraghereeb,1621,1/26/2016 20:49,"RT @Zeropoint164: There are currently 4,000 IS Fighters based in Afghanistan's Nangahar Province - who carried out a Bomb attach against th… ",1
658,Peter Carmeci,CarmeciPeter,752664384263061504,7/12/2016 12:42:27 AM,"@janimine Fuck ISIS, fuck Jihad, fuck Sharia Law, and fuck those who fund and enable them. I hope we bomb them with pork grease soaked bombs",0
659,Leggitore,Leggitore,752561267349581828,7/11/2016 5:52:42 PM,"RT @lercionotizie: LercioStory, #Isis bonifica una palude e certi italiani iniziano a vederlo di buon occhio pic.twitter.com/Kepn0W08BS",0
660,Plea Of the Ummah!,pleaoftheummah,11220,4/7/2016 14:41,#AmaqAgency Syrian regime forces has sustained 12 deaths after being ambushed by Islamic State fighters on the... https://www.facebook.com/unsupportedbrowser ,1
661,blackbird7958,blackbird7958,752476363597176832,7/11/2016 12:15:20 PM,"@Cog_Thought @rsolgtp My definition was off; you're right. I still hasten to call it that, I don't think BLM and ISIS are on the same level.",0
662,Conflict Reporter,WarReporter1,7087,3/7/2016 14:34,RT @RamiAlLolah: A recent video from the #ISIS-linked #Aamaq news agency shows full control on tanf border crossing.. #Iraq #Syria https://… ,1
663,Na'ibi,IamNaibi,750078653262860289,7/4/2016 9:27:41 PM,@desissaad @TheDelgadoWay and yet some people still think ISIS is Islam and the terrorist are Muslims. .. this is indeed sick.,0
664,티마즈,RadiantlyLiving,750108606641475584,7/4/2016 11:26:42 PM,RT @haitham_15: @xeni people need to know that ISIS is about politics not about a religion. They just use the name of the religion.,0
665,Salahuddin Ayubi,mobi_ayubi,6016,2/27/2016 18:06,@Free_Media_Hub yoi guys are really fool or want to fool people ,1
666,L'inaccessible✌️,Street_Bench,750096063810400256,7/4/2016 10:36:52 PM,"RT @Yass_Alcantara: donc ya eu un attentat à Médine , la ville où à été enterrée le prophète sws, et vous pensez toujours que les mecs de d…",0
667,tremain smith,TremainSmith16,752560180370419712,7/11/2016 5:48:23 PM,"Lin Que  "" Let It Fall ""  [HD] https://youtu.be/rWF5owcnCrY via @YouTube. classic..isis",0
668,amy ringley,amyringley,752590390113382400,7/11/2016 7:48:26 PM,RT @ShaftonP: 'You're a dead man': Undercover with an Islamic State terror cell http://ln.is/www.abc.net.au/news/NNGL7 via @ABCNews,0
669,〰〰〰〰〰〰〰〰〰,shlakator,752533725896998912,7/11/2016 4:03:16 PM,RT @sudouest: Les États-Unis vont envoyer 560 militaires supplémentaires pour lutter contre Daesh http://www.sudouest.fr/2016/07/11/les-etats-unis-vont-envoyer-560-militaires-supplementaires-pour-lutter-contre-daesh-2431358-4803.php https://t.co/RmDX…,0
670,PUNISHER agostino,agostino31139,752658776658960384,7/12/2016 12:20:10 AM,RT @Orthodoxe: Les combattants de Daesh interdisent aux habitants de Raqqa de quitter la ville https://francais.rt.com/international/20976-combattants-daesh-habitants-raqqa ,0
671,joseba izaga urrutia,alalbaalalba,752548318648164353,7/11/2016 5:01:15 PM,EEUU enviará 560 militares a Irak bajo el alegato de luchar contra Daesh - http://ln.is/www.hispantv.com/not/RVgo5,0
672,Satish Kumar,SatishKoaan,750097346646667264,7/4/2016 10:41:58 PM,RT @NewsHour: How much violence have we seen from ISIS during the Islamic holy month of Ramadan? @rcallimachi explains #PBSnews https://t.c…,0
673,Bill KillCoconut,Uncle_SamCoco,4093,2/11/2016 21:42,RT @ArtWendeley: Just name him. @EjmAlrai is seriously implying #US helped #IS evacuate #Ramadi to hurt #Iran in #Iraq? https://t.co/2W1DdJ… ,1
674,IL DEVA,73deva73,752452669743259648,7/11/2016 10:41:11 AM,RT @Lantidiplomatic: L'ISIS ruba 87.000 munizioni ai soldati dell'esercito del Regno Unito http://www.lantidiplomatico.it/dettnews.php?idx=82&pg=16494,0
675,ǝɔƃnʇ,Turklicious_,749981756519026688,7/4/2016 3:02:39 PM,RT @SheikhHaram: *ISIS kills Muslims*  White people: Oh my God the Mozlemz are coming for us we need to abolish Islam.,0
676,FruitBowlDXB,FruitbowlDXB,750042504133836800,7/4/2016 7:04:02 PM,"RT @zoomnclick: To all you fools out there vociferously bellowing that ISIS represents Islam, open your eyes and mind  https://t.co/O41TSbK…",0
677,Loyalty,Loyalty_Honor_,752443559991803904,7/11/2016 10:04:59 AM,RT @nathalie9209: L'#EI / #ISIS recule sur le terrain et dans les esprits de ses adeptes  .  JDC JDR #Fuyons https://twitter.com/courrierinter/status/752341764304957440,0
678,AmericaRootsGrowFree,tamaraleighllc,752594581523460096,7/11/2016 8:05:05 PM,RT @Anni_Cyrus: #EnoughIsEnough Stop #IslamicState of #Iran Pls sign and RT 1K Sign needed. https://www.gopetition.com/petitions/demand-for-immediate-unconditional-dismissal-of-charges-against-iranian-activist-amir-amirgholi.html http://goo.gl/XnWcoK…,0
679,saood,sa00d,749980859940282368,7/4/2016 2:59:05 PM,http://www.independent.co.uk/news/world/asia/70000-indian-muslim-clerics-issue-fatwa-against-isis-the-taliban-al-q.  http://fb.me/2pxW4Acbc,0
680,Mansour Alhaj,Mannyalhadj,752564916708581376,7/11/2016 6:07:12 PM,"@NYTBen @AntoniaMarrero sadly, no answer :( am I the only one who sees the connection between Saudi OFFICIAL fatwas and ISIS actions?",0
681,$QU4D,squadsquaaaaad,10518,4/1/2016 11:17,@safety @Support @twitter suspend it!!! https://twitter.com/account/suspended ,1
682,ابراهيم السديس,absd77,749961690847010816,7/4/2016 1:42:55 PM,Police Bodycam Video Shows Arab Man Mistaken As Member Of ISIS https://www.youtube.com/watch?v=kz9Ku6QnGAc&feature=share,0
683,La Gaceta,gaceta_es,750056685260025856,7/4/2016 8:00:23 PM,El ISIS utiliza a sus 'cachorros ' para ejecutar a un talibán http://gaceta.es/noticias/isis-utiliza-cachorros-ejecutar-taliban-04072016-1208 pic.twitter.com/4QPsgezLCs,0
684,LUCA,Luca1Torelli,752452846310817792,7/11/2016 10:41:53 AM,RT @lilysei: ISIS fails to advance in southwest Deir Ezzor  https://www.almasdarnews.com/article/isis-fails-advance-southwest-deir-ezzor/,0
